"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
5.034892207E0	-1.172759056E0	-9.196004868E-1	-3.650145531E-1	1.534361262E0
5.042948728E0	-1.200023651E0	-6.768617630E-1	-4.444475174E-1	1.447664397E0
5.051005251E0	-1.090080261E0	-4.752616882E-1	-5.291976929E-1	1.301613939E0
5.059061772E0	-9.423604012E-1	-4.398775101E-1	-4.376287460E-1	1.128297066E0
5.067118294E0	-7.107138634E-1	-7.060785294E-1	-1.681518555E-1	1.015842572E0
5.075144299E0	-2.851600647E-1	-1.120163441E0	2.092843056E-1	1.174683922E0
5.083200821E0	1.165995598E-1	-1.542402267E0	5.025157928E-1	1.626383206E0
5.091257342E0	3.080024719E-1	-1.777428627E0	7.695884705E-1	1.961220146E0
5.099283347E0	2.045602798E-1	-1.773680210E0	8.235135078E-1	1.966204693E0
5.107339869E0	-1.412253380E-1	-1.495913982E0	8.316316605E-1	1.717356823E0
5.115396391E0	-4.835987091E-1	-1.339175701E0	1.144965649E0	1.827075698E0
5.123452912E0	-5.546574593E-1	-1.400713444E0	1.534678936E0	2.150553995E0
5.131509434E0	-4.055070877E-1	-1.377275944E0	1.551981449E0	2.114230697E0
5.139535439E0	-3.205723763E-1	-1.310536385E0	1.155996323E0	1.776682234E0
5.147591961E0	-3.681416512E-1	-9.877233505E-1	6.987404823E-1	1.264659620E0
5.155617966E0	-3.283309937E-1	-7.025966644E-1	3.639717102E-1	8.566905626E-1
5.163674487E0	-1.930880547E-1	-5.060472488E-1	3.551864624E-2	5.427968212E-1
5.171731009E0	-7.804393768E-2	-5.328001976E-1	-2.786655426E-1	6.063178963E-1
5.179787531E0	1.017432213E-1	-6.520142555E-1	-7.288670540E-1	9.832199423E-1
5.187844053E0	1.612133980E-1	-8.288784027E-1	-7.818255424E-1	1.150773803E0
5.195870057E0	1.886892319E-1	-1.135611057E0	-5.783329010E-1	1.288287640E0
5.203926579E0	1.597843170E-1	-1.339428902E0	-2.426943779E-1	1.370584318E0
5.211952584E0	3.874778748E-3	-1.517254829E0	4.433193207E-1	1.580698976E0
5.220009106E0	8.671283722E-2	-1.633145809E0	1.008034706E0	1.921150259E0
5.228004593E0	3.103623390E-1	-1.525753021E0	9.194645882E-1	1.808220726E0
5.236061116E0	3.745498657E-1	-1.246468544E0	3.735632896E-1	1.354075686E0
5.244117637E0	1.485261917E-1	-9.196591377E-1	9.825086594E-2	9.367423295E-1
5.252143641E0	6.867599487E-2	-6.365280151E-1	1.636242867E-1	6.608004339E-1
5.260200164E0	1.021184921E-1	-8.381409645E-1	1.538438797E-1	8.582402939E-1
5.268256686E0	1.378712654E-1	-1.027580738E0	4.710531235E-2	1.037858164E0
5.276313207E0	1.115612984E-1	-8.865275383E-1	-1.373462677E-1	9.040138255E-1
5.284369729E0	7.279396057E-2	-7.500290871E-1	-4.278459549E-1	8.665418358E-1
5.292426250E0	1.084971428E-1	-4.521059990E-1	-6.534366608E-1	8.019669157E-1
5.300452255E0	1.391134262E-1	-5.135011673E-2	-1.004920483E0	1.015802420E0
5.308508777E0	2.103986740E-1	1.996769905E-1	-1.244042397E0	1.277411440E0
5.316565299E0	5.193376541E-1	1.541748047E-1	-1.290632725E0	1.399719365E0
5.324621821E0	7.575871944E-1	-6.735277176E-2	-1.330275536E0	1.532353665E0
5.332678343E0	7.160646915E-1	-2.033543587E-1	-7.813463211E-1	1.079168064E0
5.340704347E0	4.678778648E-1	-5.993366241E-2	-2.056531906E-1	5.145823307E-1
5.348760870E0	3.451347351E-1	5.491685867E-2	1.159582138E-1	3.682121048E-1
5.356817391E0	2.005701065E-1	-1.311645508E-1	1.366195679E-1	2.758575961E-1
5.364812879E0	1.784176826E-1	-1.802544594E-1	2.065086365E-2	2.544621736E-1
5.372838884E0	6.945466995E-2	2.183914185E-2	-1.695022583E-1	1.844774102E-1
5.380895405E0	-1.060452461E-1	3.291907310E-1	-3.175778389E-1	4.695400040E-1
5.388951927E0	-2.935647964E-2	6.923017502E-1	-3.613123894E-1	7.814666717E-1
5.397008449E0	2.184839249E-1	8.672070503E-1	-5.108022690E-1	1.029904001E0
5.405064970E0	5.662746429E-1	7.828106880E-1	-8.070473671E-1	1.258882440E0
5.413121493E0	9.039282799E-1	6.440362930E-1	-9.893922806E-1	1.486864542E0
5.421147497E0	1.002362251E0	5.663685799E-1	-9.778218269E-1	1.510509509E0
5.429204019E0	9.777798653E-1	4.502964020E-1	-8.801727295E-1	1.390512261E0
5.437260541E0	8.479161263E-1	3.887372017E-1	-6.353855133E-1	1.128624437E0
5.445317063E0	7.513229847E-1	2.280139923E-1	-1.993937492E-1	8.100830052E-1
5.453373584E0	8.387181759E-1	8.934164047E-2	1.325020790E-1	8.538073016E-1
5.461399589E0	8.478925228E-1	-1.580762863E-2	1.253614426E-1	8.572555644E-1
5.469456111E0	7.088286877E-1	9.264564514E-2	-3.275823593E-2	7.156077320E-1
5.477482116E0	6.596629620E-1	4.508399963E-1	-3.737936020E-1	8.821188030E-1
5.485538638E0	4.716482162E-1	9.804677963E-1	-7.966485023E-1	1.348487292E0
5.493595159E0	1.368312836E-1	1.523040771E0	-1.031538963E0	1.844572749E0
5.501621164E0	-1.008224487E-2	1.831369877E0	-9.774589539E-1	2.075919865E0
5.509677686E0	-8.235120773E-2	1.819187641E0	-7.573442459E-1	1.972256500E0
5.517703690E0	1.979193687E-1	1.527742863E0	-6.227903366E-1	1.661637185E0
5.525760213E0	5.917387009E-1	1.055579185E0	-4.565262794E-1	1.293374791E0
5.533816734E0	9.696769714E-1	5.519161224E-1	-5.207114220E-1	1.231269759E0
5.541873256E0	1.014790058E0	5.348310471E-1	-6.431741714E-1	1.315110690E0
5.549929778E0	7.886474133E-1	1.075226307E0	-7.572841644E-1	1.533478288E0
5.557955783E0	5.016450882E-1	1.763075829E0	-7.165708542E-1	1.968135656E0
5.565981787E0	2.003288269E-1	2.305019379E0	-7.908744812E-1	2.445143844E0
5.574007792E0	9.673976898E-2	2.508606434E0	-1.049055576E0	2.720842227E0
5.582003279E0	2.131557465E-2	2.598175526E0	-1.480364799E0	2.990393010E0
5.590029284E0	-1.031022072E-1	2.611777306E0	-1.935509682E0	3.252415792E0
5.598085806E0	-3.206567764E-1	2.660757065E0	-1.921566010E0	3.297705999E0
5.606081293E0	-2.889614105E-1	2.644599438E0	-1.536676884E0	3.072259873E0
5.614046264E0	-1.088037491E-1	2.515857220E0	-1.182343483E0	2.781961883E0
5.622041752E0	1.790556908E-1	2.291702747E0	-9.666781425E-1	2.493677817E0
5.630006722E0	3.877186775E-1	2.156360626E0	-1.006944656E0	2.411255786E0
5.637971693E0	3.294005394E-1	2.135584354E0	-9.355382919E-1	2.354667099E0
5.645997697E0	3.127994537E-1	2.287361145E0	-6.598100662E-1	2.401085969E0
5.654054219E0	4.076943398E-1	2.228228569E0	-5.227384567E-1	2.324752186E0
5.662080223E0	3.009090424E-1	2.236023903E0	-5.906853676E-1	2.332221763E0
5.670075711E0	3.888537884E-1	2.244831562E0	-9.729790688E-1	2.477330071E0
5.678101716E0	4.876372814E-1	2.215004921E0	-1.277803898E0	2.603232552E0
5.686127721E0	7.733535767E-1	2.050290585E0	-1.439356804E0	2.621738973E0
5.694184242E0	1.111583710E0	1.641393661E0	-1.555298805E0	2.519671778E0
5.702240764E0	1.315875769E0	1.370178699E0	-1.653876781E0	2.518774924E0
5.710297286E0	1.345511675E0	1.610152721E0	-1.477776051E0	2.566479205E0
5.718323291E0	1.374271870E0	1.749800682E0	-1.378546238E0	2.617406222E0
5.726379812E0	1.319568872E0	1.777660847E0	-1.403978825E0	2.621544704E0
5.734436334E0	1.338943720E0	1.910247326E0	-1.287582397E0	2.664523140E0
5.742492857E0	1.446702242E0	1.687721729E0	-1.109878063E0	2.484588764E0
5.750518861E0	1.459662676E0	1.463133812E0	-1.150610924E0	2.365434670E0
5.758575382E0	1.358345747E0	1.511051655E0	-1.081435680E0	2.301713145E0
5.766631905E0	1.303217411E0	1.457704544E0	-9.163770676E-1	2.159403873E0
5.774657909E0	9.989626408E-1	1.676282883E0	-7.378616333E-1	2.086214383E0
5.782714431E0	8.269450665E-1	2.091599941E0	-7.757210732E-1	2.379153555E0
5.790770953E0	6.256973743E-1	2.244811058E0	-9.210906029E-1	2.505809608E0
5.798827475E0	6.019551754E-1	2.218081474E0	-8.359289169E-1	2.445610888E0
5.806883996E0	7.482419014E-1	1.855435371E0	-6.898784637E-1	2.116232184E0
5.814940518E0	8.515613079E-1	1.542598724E0	-4.430074692E-1	1.816871791E0
5.822966523E0	9.915170670E-1	1.390555859E0	-1.558194160E-1	1.714943550E0
5.831023045E0	1.017668962E0	1.229419708E0	9.997272491E-2	1.599098959E0
5.839079566E0	1.111867189E0	1.101265430E0	1.722769737E-1	1.574393074E0
5.847136088E0	1.090281248E0	1.120854855E0	7.118654251E-2	1.565278355E0
5.855162093E0	9.079935551E-1	1.496989250E0	-1.085567474E-1	1.754198871E0
5.863218615E0	6.782965660E-1	2.023093700E0	-3.624286652E-1	2.164335669E0
5.871275136E0	4.597938061E-1	2.341512203E0	-6.973052025E-1	2.486025802E0
5.879331659E0	3.973164558E-1	2.423615456E0	-9.919614792E-1	2.648727962E0
5.887388181E0	4.219052792E-1	2.320156574E0	-1.067071915E0	2.588391984E0
5.895414185E0	4.136838913E-1	2.211096287E0	-8.618030548E-1	2.408897187E0
5.903470707E0	3.634200096E-1	2.110534668E0	-4.929094315E-1	2.197587403E0
5.911527229E0	3.781120777E-1	1.957814693E0	-5.399703979E-3	1.994000069E0
5.919583750E0	4.628582001E-1	1.713147640E0	4.766011238E-1	1.837460525E0
5.927640272E0	5.688321590E-1	1.495248795E0	9.176845551E-1	1.844311233E0
5.935666277E0	6.310837269E-1	1.370109081E0	1.045870781E0	1.835568374E0
5.943722799E0	6.547532082E-1	1.357273579E0	7.675290108E-1	1.691151712E0
5.951779320E0	5.534887314E-1	1.567467690E0	2.877655029E-1	1.687042892E0
5.959835843E0	2.666275501E-1	1.995405197E0	4.121780396E-2	2.013561784E0
5.967892365E0	2.084283829E-1	2.375641823E0	-3.857917786E-1	2.415771462E0
5.975918369E0	2.297081947E-1	2.461366177E0	-6.846790314E-1	2.565126641E0
5.983974891E0	3.171057701E-1	2.375838757E0	-6.142711639E-1	2.474367582E0
5.992031413E0	5.061597824E-1	2.161466599E0	-4.900765419E-1	2.273391871E0
6.000087935E0	7.118241787E-1	1.901227474E0	-4.469008446E-1	2.078720745E0
6.008113940E0	9.285075665E-1	1.645425320E0	-2.969627380E-1	1.912521281E0
6.016170461E0	1.046854496E0	1.470272064E0	-1.733646393E-1	1.813190441E0
6.024226983E0	1.068507195E0	1.451915741E0	-6.009721756E-2	1.803712455E0
6.032283504E0	9.513275623E-1	1.634857655E0	-1.485519409E-1	1.897327426E0
6.040340026E0	7.740540504E-1	1.967988491E0	-3.544034958E-1	2.144234178E0
6.048396549E0	5.848350525E-1	2.293241978E0	-6.840829849E-1	2.463525997E0
6.056422553E0	4.772713184E-1	2.572907448E0	-9.960966110E-1	2.799973054E0
6.064479074E0	4.276750088E-1	2.692460060E0	-1.115952969E0	2.945776318E0
6.072535597E0	5.015327930E-1	2.674639225E0	-1.027373314E0	2.908732723E0
6.080592119E0	6.372983456E-1	2.457876682E0	-9.123353958E-1	2.698085032E0
6.088648640E0	7.739381790E-1	2.258759022E0	-7.118153572E-1	2.491516351E0
6.096705162E0	9.476256371E-1	2.055442810E0	-4.731516838E-1	2.312295831E0
6.104731167E0	1.027551413E0	1.889344692E0	-2.179889679E-1	2.161713316E0
6.112787689E0	9.980921745E-1	1.701179028E0	3.545427322E-2	1.972677135E0
6.120844210E0	8.651838303E-1	1.734018803E0	2.346873283E-1	1.952035453E0
6.128900732E0	5.714526176E-1	2.110736370E0	1.545281410E-1	2.192178155E0
6.136926737E0	3.413753510E-1	2.585239410E0	-1.910719872E-1	2.614671766E0
6.144983258E0	2.327966690E-1	2.841197491E0	-4.897298813E-1	2.892478665E0
6.153039780E0	2.070341110E-1	3.088952541E0	-8.497390747E-1	3.210381196E0
6.161096303E0	3.233876228E-1	3.074261189E0	-8.957262039E-1	3.218382644E0
6.169152824E0	5.938596725E-1	2.767013550E0	-5.812463760E-1	2.889096856E0
6.177209346E0	7.372994423E-1	2.378445148E0	-3.067970276E-2	2.490291757E0
6.185235351E0	8.861815929E-1	2.162734985E0	2.680039406E-1	2.352565949E0
6.193291873E0	1.004337072E0	2.012872219E0	3.096618652E-1	2.270735122E0
6.201348394E0	1.077820063E0	1.893790722E0	1.539382935E-1	2.184453338E0
6.209404916E0	1.005349874E0	2.273062229E0	-5.402140617E-1	2.543495921E0
6.217461438E0	5.268731117E-1	3.225660801E0	-2.028873205E0	3.846922063E0
6.225517960E0	-8.343362808E-2	4.443229198E0	-3.466214180E0	5.635946027E0
6.233543964E0	-2.929196358E-1	4.939033508E0	-4.131749153E0	6.446022415E0
6.241600486E0	8.687400818E-2	4.451742172E0	-3.690393209E0	5.783126966E0
6.249657008E0	8.383140564E-1	2.922856808E0	-2.383204460E0	3.863356814E0
6.257713530E0	1.616880655E0	1.574460030E0	-1.096106052E0	2.508919273E0
6.265770052E0	2.340156078E0	4.675450325E-1	-3.969669342E-1	2.419196473E0
6.273826573E0	2.641224623E0	-3.448824883E-1	-8.416652679E-3	2.663659565E0
6.281852578E0	2.389349461E0	-7.766470909E-1	7.824673653E-1	2.631430548E0
6.289909100E0	7.738394737E-1	4.131889343E-1	9.129958153E-1	1.266141376E0
6.297965622E0	-2.205071449E-1	2.230646610E0	-1.108665466E0	2.500709263E0
6.306022143E0	-6.753602028E-1	2.106676102E0	-3.188915491E0	3.881156736E0
6.314078666E0	-1.903281212E-1	1.615463257E0	-4.557814598E0	4.839382217E0
6.322135188E0	6.850309372E-1	6.460876465E-1	-5.665733337E0	5.743451130E0
6.330191709E0	1.076883793E0	-5.816216469E-1	-5.241067886E0	5.382077204E0
6.338217714E0	1.275176287E0	-1.414160728E0	-3.396933317E0	3.894236907E0
6.346274236E0	9.801449776E-1	-1.952723980E0	-1.692059994E0	2.763490934E0
6.354330757E0	3.376955986E-1	-1.988587856E0	-9.134821892E-1	2.214265045E0
6.362387279E0	-1.066101074E0	-1.195323944E0	-5.781450272E-1	1.702827796E0
6.370443801E0	-2.418031216E0	-6.457028389E-1	-1.797719002E-1	2.509208053E0
6.378469806E0	-2.851085186E0	-8.769979477E-1	-4.266624451E-1	3.013279439E0
6.386526327E0	-2.475246906E0	-2.134954453E0	-1.412847042E0	3.561041214E0
6.394582850E0	-1.793389797E0	-3.656760216E0	-2.376617670E0	4.715554452E0
6.402639372E0	-1.237726212E0	-4.508480549E0	-2.243595123E0	5.185757622E0
6.410695893E0	-1.084692478E0	-4.935012817E0	-7.688217163E-1	5.110968217E0
6.418752415E0	-1.100806713E0	-5.159340382E0	5.749578476E-1	5.306707559E0
6.426778420E0	-1.458529472E0	-5.267997265E0	1.549550533E0	5.681567588E0
6.434834942E0	-1.833312988E0	-5.078376770E0	2.498877048E0	5.949397754E0
6.442891463E0	-2.304581165E0	-4.662928581E0	3.238453388E0	6.127118217E0
6.450947985E0	-2.416541100E0	-4.507379532E0	3.322530746E0	6.098799201E0
6.459004507E0	-2.118976593E0	-4.922567844E0	3.299567699E0	6.293558849E0
6.467061029E0	-1.792742252E0	-5.627802849E0	3.853536129E0	7.052363461E0
6.475087033E0	-1.470369816E0	-5.954730034E0	4.785516739E0	7.779586598E0
6.483143556E0	-1.182583809E0	-6.050842285E0	5.231532097E0	8.085797728E0
6.491200077E0	-9.189400673E-1	-6.365844727E0	5.126895428E0	8.225173959E0
6.499256599E0	-7.032852173E-1	-6.505863190E0	4.484566689E0	7.932982057E0
6.507313121E0	-7.752342224E-1	-6.139414310E0	4.125143528E0	7.437083118E0
6.515369642E0	-8.595266342E-1	-5.588992119E0	4.555988312E0	7.261724894E0
6.523426165E0	-7.395148277E-1	-5.416620255E0	4.968318939E0	7.387208556E0
6.531452169E0	-5.113453865E-1	-5.541940212E0	4.907835007E0	7.420338259E0
6.539508690E0	-2.594914436E-1	-5.533994675E0	4.417196274E0	7.085482044E0
6.547534696E0	-9.237575531E-2	-5.335585594E0	3.766665936E0	6.531828165E0
6.555591217E0	2.803277969E-2	-5.035850525E0	2.946300983E0	5.834489338E0
6.563647739E0	2.211380005E-2	-4.880496502E0	2.621682644E0	5.540122292E0
6.571673744E0	-8.832406998E-2	-4.756802082E0	2.691584110E0	5.466222847E0
6.579699749E0	-2.522387505E-1	-4.514729500E0	2.683689117E0	5.258193047E0
6.587695236E0	-3.806743622E-1	-4.028245449E0	2.108745098E0	4.562727283E0
6.595690724E0	-4.585113525E-1	-3.485240936E0	1.379341125E0	3.776204309E0
6.603686211E0	-4.295992851E-1	-3.059007645E0	6.397557259E-1	3.154579323E0
6.611681699E0	-5.297865868E-1	-2.697625399E0	-1.963210106E-1	2.756156483E0
6.619677186E0	-7.986111641E-1	-2.205024004E0	-5.395488739E-1	2.406454578E0
6.627733708E0	-1.067591190E0	-1.643549442E0	-6.013817787E-1	2.050040430E0
6.635759713E0	-1.134103298E0	-1.444365978E0	-6.231622696E-1	1.939256194E0
6.643755200E0	-1.110315800E0	-1.421647072E0	-5.861520767E-1	1.896696030E0
6.651750688E0	-1.105506897E0	-1.479843616E0	-3.228363991E-1	1.875181583E0
6.659776693E0	-1.187293053E0	-1.298213005E0	7.681465149E-2	1.760943579E0
6.667741663E0	-1.114679337E0	-1.134012699E0	3.626122475E-1	1.630945268E0
6.675737151E0	-8.980054855E-1	-1.341939449E0	7.550745010E-1	1.782513069E0
6.683763155E0	-6.255130768E-1	-1.729562283E0	1.121630669E0	2.154230177E0
6.691789160E0	-4.667954445E-1	-1.848843336E0	1.195618629E0	2.250694021E0
6.699845682E0	-5.739808083E-1	-1.545781136E0	9.283843040E-1	1.892297731E0
6.707871687E0	-5.977201462E-1	-1.172075272E0	5.532627106E-1	1.427280436E0
6.715928209E0	-5.259552002E-1	-8.976621628E-1	6.789302826E-2	1.042610039E0
6.723954213E0	-5.908207893E-1	-8.029770851E-1	-2.196030617E-1	1.020816785E0
6.731980218E0	-7.445425987E-1	-5.391993523E-1	-2.050852776E-1	9.418808809E-1
6.739975705E0	-8.230495453E-1	-2.305407524E-1	-6.922435760E-2	8.575264452E-1
6.748001710E0	-6.467051506E-1	-2.100739479E-1	8.084630966E-2	6.847588927E-1
6.756058232E0	-1.933274269E-1	-6.890683174E-1	2.874293327E-1	7.712368387E-1
6.764084237E0	3.025364876E-1	-1.207502842E0	5.686702728E-1	1.368567616E0
6.772140759E0	5.218739510E-1	-1.254769325E0	8.363633156E-1	1.595713657E0
6.780197280E0	3.814172745E-1	-1.141636372E0	1.215418816E0	1.710571729E0
6.788223285E0	3.427624702E-1	-1.059102058E0	1.503174782E0	1.870485954E0
6.796218773E0	5.521030426E-1	-1.086702824E0	1.474256992E0	1.912896881E0
6.804244777E0	8.383526802E-1	-1.134286880E0	9.465365410E-1	1.698638681E0
6.812270782E0	7.275691032E-1	-9.658794403E-1	3.892517090E-1	1.270353016E0
6.820327303E0	3.735213280E-1	-5.171518326E-1	5.983638763E-2	6.407375388E-1
6.828383826E0	7.097911835E-2	-8.909654617E-2	-3.436040878E-2	1.189826352E-1
6.836409830E0	-1.745958328E-1	1.147403717E-1	-1.698637009E-2	2.096129636E-1
6.844466352E0	-2.442502975E-1	9.206581116E-2	1.530790329E-2	2.614740013E-1
6.852522874E0	-1.875329018E-1	-4.607200623E-2	1.147422791E-1	2.246263778E-1
6.860579396E0	-1.443924904E-1	-1.900410652E-1	1.152653694E-1	2.650488693E-1
6.868635918E0	-1.203465462E-1	-1.734156609E-1	1.589179039E-1	2.642180592E-1
6.876692439E0	-2.490687370E-1	-8.974790573E-2	3.909416199E-1	4.721496294E-1
6.884748961E0	-2.595281601E-1	7.586479187E-2	8.258848190E-1	8.690201763E-1
6.892774966E0	-7.507658005E-2	1.008052826E-1	8.871951103E-1	8.960543296E-1
6.900831487E0	3.697466850E-1	-1.338982582E-1	6.438035965E-1	7.544033573E-1
6.908888009E0	7.938270569E-1	-5.264711380E-1	2.706427574E-1	9.902427771E-1
6.916852980E0	9.126150608E-1	-4.498538971E-1	-3.213782310E-1	1.067013939E0
6.924878985E0	5.727572441E-1	2.649879456E-1	-8.021187782E-1	1.020619423E0
6.932935507E0	2.486400604E-1	8.616962433E-1	-1.180575371E0	1.482599238E0
6.940961511E0	2.826132774E-1	7.657628059E-1	-1.408327579E0	1.627774404E0
6.948926482E0	2.526950836E-1	6.476387978E-1	-1.337429047E0	1.507317907E0
6.956921969E0	1.253623962E-1	6.974334717E-1	-1.057438850E0	1.272912448E0
6.964978491E0	-1.056351662E-1	7.868967056E-1	-8.505673409E-1	1.163542013E0
6.973035012E0	-5.401611328E-2	5.677342415E-1	-6.664905548E-1	8.771827456E-1
6.981091535E0	9.241485596E-2	2.922577858E-1	-3.920278549E-1	4.976353665E-1
6.989087022E0	2.671446800E-1	1.695041656E-1	-1.735816002E-1	3.608718805E-1
6.997143544E0	4.726061821E-1	2.072706223E-1	-3.014864922E-1	5.976719996E-1
7.005200066E0	6.236686707E-1	4.081821442E-1	-5.663518906E-1	9.361248515E-1
7.013226071E0	8.144605160E-1	4.592895508E-1	-7.720522881E-1	1.212583011E0
7.021252075E0	1.005095482E0	4.544677734E-1	-8.587040901E-1	1.397902214E0
7.029308597E0	1.210392714E0	3.455982208E-1	-7.610664368E-1	1.470955734E0
7.037243051E0	1.186343431E0	1.621313095E-1	-6.790623665E-1	1.376525698E0
7.045269055E0	1.016185999E0	1.509199142E-1	-6.594605446E-1	1.220778037E0
7.053295060E0	7.504401207E-1	4.356255531E-1	-8.824777603E-1	1.237617467E0
7.061290547E0	5.964815617E-1	5.444283485E-1	-1.162128448E0	1.415180204E0
7.069316552E0	5.342972279E-1	5.572719574E-1	-1.368226051E0	1.571008622E0
7.077342556E0	5.560314655E-1	6.185841560E-1	-1.145502090E0	1.415624381E0
7.085368561E0	5.730669498E-1	5.125169754E-1	-6.275930405E-1	9.924476830E-1
7.093394566E0	7.511157990E-1	3.372211456E-1	-3.929395676E-1	9.123017857E-1
7.101359536E0	7.963237762E-1	5.125350952E-1	-3.698492050E-1	1.016667210E0
7.109416058E0	6.095581055E-1	9.943695068E-1	-8.962216377E-1	1.470899393E0
7.117411545E0	4.682419300E-1	1.409841537E0	-1.390921116E0	2.035083590E0
7.125468068E0	4.462406635E-1	1.459261894E0	-1.614282846E0	2.221370098E0
7.133524590E0	6.849386692E-1	1.181241512E0	-1.537471533E0	2.056280916E0
7.141550594E0	1.124604940E0	6.177482605E-1	-1.253248215E0	1.793594233E0
7.149607116E0	1.542663097E0	7.127523422E-2	-1.160311222E0	1.931634469E0
7.157663638E0	1.585671425E0	2.150096893E-1	-1.302864552E0	2.063501653E0
7.165720160E0	1.295644045E0	9.702830315E-1	-1.625307560E0	2.293854249E0
7.173776681E0	9.058527946E-1	1.711888790E0	-1.548020840E0	2.479415462E0
7.181833203E0	5.263864994E-1	2.253128529E0	-1.598244190E0	2.812126492E0
7.189889725E0	3.739271164E-1	2.375144482E0	-1.557494640E0	2.864772653E0
7.197915730E0	4.119236469E-1	2.440788746E0	-1.398608208E0	2.843103183E0
7.205972251E0	5.175786018E-1	2.338232994E0	-1.362902641E0	2.755489930E0
7.214028774E0	4.911327362E-1	2.402947903E0	-1.411714077E0	2.829895161E0
7.222085295E0	6.121540070E-1	2.494656086E0	-1.488840342E0	2.968953869E0
7.230141817E0	5.245728493E-1	2.516778946E0	-1.353104115E0	2.905209748E0
7.238198339E0	6.173086166E-1	2.486426830E0	-1.400207996E0	2.919584002E0
7.246254860E0	9.487156868E-1	2.097322464E0	-1.647341013E0	2.830645754E0
7.254311383E0	1.330052137E0	1.620255470E0	-2.071216822E0	2.946897623E0
7.262337387E0	1.681062222E0	1.573699474E0	-2.457605600E0	3.367836919E0
7.270393909E0	1.558711410E0	1.926841736E0	-2.553436518E0	3.558417961E0
7.278450431E0	1.270582438E0	2.295017242E0	-2.254189491E0	3.458735916E0
7.286506953E0	9.209511280E-1	2.444390774E0	-2.027375937E0	3.306576844E0
7.294563474E0	6.090450287E-1	2.635540962E0	-2.204354286E0	3.489439759E0
7.302619996E0	4.133708477E-1	2.832090378E0	-2.338606596E0	3.696037361E0
7.310646001E0	3.696961403E-1	2.675245285E0	-2.274460554E0	3.530833242E0
7.318702523E0	5.031573772E-1	2.122367859E0	-1.901011229E0	2.893346914E0
7.326759044E0	7.419862747E-1	1.498684883E0	-1.497143745E0	2.244557730E0
7.334815566E0	8.051280975E-1	1.046150208E0	-1.198197603E0	1.782789670E0
7.342872089E0	7.372183800E-1	9.721212387E-1	-9.938988686E-1	1.573640875E0
7.350898093E0	5.697631836E-1	1.107920647E0	-9.132633209E-1	1.544722674E0
7.358954614E0	3.868525028E-1	1.325613976E0	-1.014087677E0	1.713266205E0
7.367011137E0	4.107520580E-1	1.304181099E0	-1.215265512E0	1.829337546E0
7.375067659E0	4.311487675E-1	1.250737190E0	-1.370680332E0	1.904992743E0
7.383124180E0	3.324508667E-1	1.256647110E0	-1.606680155E0	2.066665589E0
7.391180702E0	1.195306778E-1	1.428673744E0	-1.633779287E0	2.173621635E0
7.399206707E0	8.578300476E-4	1.529988289E0	-1.640725374E0	2.243400244E0
7.407263228E0	8.765554428E-2	1.310528755E0	-1.415779114E0	1.931217132E0
7.415319750E0	1.958055496E-1	9.584426880E-1	-1.179535627E0	1.532402198E0
7.423345755E0	2.338294983E-1	7.396316528E-1	-9.236774445E-1	1.206197014E0
7.431402277E0	1.373541355E-1	6.711530685E-1	-6.868607998E-1	9.700981178E-1
7.439458798E0	3.810167313E-2	6.098318100E-1	-4.292454720E-1	7.467250158E-1
7.447515321E0	-2.043976784E-1	7.071580887E-1	-1.987662315E-1	7.624690080E-1
7.455541325E0	-3.929014206E-1	9.035787582E-1	-3.783893585E-2	9.860313807E-1
7.463597847E0	-4.011733532E-1	9.160318375E-1	-4.344987869E-2	1.000970668E0
7.471654369E0	-1.344139576E-1	7.751712799E-1	-2.561120987E-1	8.273759921E-1
7.479710891E0	9.681892395E-2	4.644269943E-1	-4.033629894E-1	6.227102362E-1
7.487767413E0	1.767427921E-1	3.284730911E-1	-3.623909950E-1	5.200575155E-1
7.495823934E0	1.574518681E-1	3.528423309E-1	-3.632423878E-1	5.303148438E-1
7.503849939E0	-1.676869392E-1	5.931673050E-1	-2.650227547E-1	6.709719978E-1
7.511906461E0	-5.490922928E-1	8.777809143E-1	-2.620458603E-1	1.068021401E0
7.519962982E0	-5.532851219E-1	1.076852798E0	-2.661132812E-2	1.210968430E0
7.528019504E0	-3.410334587E-1	6.366214752E-1	1.709709167E-1	7.421736839E-1
7.536076027E0	2.267026901E-2	1.371097565E-2	4.242973328E-1	4.251236979E-1
7.544132548E0	2.423532009E-1	-3.047370911E-1	4.800868034E-1	6.181287143E-1
7.552189070E0	2.108778954E-1	-1.539678574E-1	3.654198647E-1	4.491183200E-1
7.560215075E0	1.223294735E-1	2.219676971E-1	1.137714386E-1	2.778094651E-1
7.568271597E0	7.907557487E-2	3.806953430E-1	-8.230733871E-2	3.974372765E-1
7.576328118E0	-1.831030846E-2	3.560056686E-1	1.061029434E-1	3.719316310E-1
7.584384640E0	-1.517579556E-1	4.599752426E-1	1.904439926E-1	5.204580821E-1
7.592441162E0	-2.568142414E-1	6.188888550E-1	4.082369804E-2	6.712998911E-1
7.600497684E0	-1.543226242E-1	7.610301971E-1	-1.948642731E-1	8.005963516E-1
